name=郑码
key=abcdefghijklmnopqrstuvwxyz
len=4
match=0
wildcard=?
assist=] mb/pinyin.txt
wyfo 边检
wyfu 字样
wyfx 字根
wyga 官厅
wygb 宝刀不老
wygg 实力雄厚
wygr 迎刃而解
wyhk 辽东 祁东
wyho 边区
wyi 迆
wyib 边防战士
wyij 初战
wyik 初步
wyj 迢 迦
wyja 字号
wyjh 边距 字距
wyjl 官员
wyjp 边防哨所
wyju 被加数
wyjv 初中 辽中
wyjx 实际困难
wyjz 军民团结
wyk 逊
wyka 字量
wykm 遮阳篷
wyko 边界 逊
wyle 字典
wylo 初具
wylx 字眼
wylz 祁县
wym 边 辸
wymb 初等 安民告示
wymj 字种
wymn 运费先付 字符
wyms 初稿 字稿 﨤
wymy 实力强 官气
wymz 遜
wynf 字体
wyng 官僚
wynp 初版
wyob 实际行动
wyod 穷人
wyou 被除数
wyoy 初创
wypk 空降兵师
wypo 官兵
wyqw 突飞猛进
wyqy 迅猛 初犯
wyr 窿
wyrp 空降兵
wyrs 边贸 官邸
wyry 逊色
wysa 初评
wysh 初试
wysj 初衷
wyst 心力交瘁
wysw 初恋
wysy 官方 字词 边防部队
wyth 字库
wytl 祁门
wytn 官府
wytr 初次
wyts 递延资产
wytv 辽阔
wyug 边关
wyum 军民关系
wyut 实际情况
wyuz 字数
wyv 辽
wyva 辽河
wyvg 辽源
wyvm 字海
wyvq 边沿
wyvs 实际汇率
wyvv 辽
wywa 辽宁
wywb 边远
wywe 边塞
wywf 迅速 初速
wywh 祁连
wywk 初审
wywm 初选
wywn 襁褓
wyws 字迹
wyxk 福建省
wyxy 迅即
wyy 扇
wyya 官司 扇子
wyyb 边际 边疆
wyyk 辽阳 祁阳
wyym 边陲
wyyn 运费已付
wyys 边防 军队建设
wyz 穹
wyzf 穿孔机
wyzh 边线
wyzo 实际收入
wyzr 初婚
wyzy 初级 字母
wyzz 边缘 初始
wz 心
wzad 完好无损
wzaf 神经末梢
wzau 安平
wzb 寐
wzbe 突出贡献
wzbj 安吉
wzbr 心坎
wzbs 心境 安培
wzbx 心声
wzck 心理
wzcq 安静
wzd 巡
wzda 安抚 巡抚
wzdf 巡捕
wzdj 心事
wzdk 安排
wzdm 安插
wzea 安葬
wzeb 突如其来
wzen 礼花
wzer 巡警
wzet 初出茅庐
wzeu 连续性
wzey 礼节
wzf 案
wzfj 安西
wzfk 巡查
wzfl 心想
wzfo 安检
wzfq 心机
wzgm 安龙
wzgn 心愿
wzgs 心态 心碎
wzgz 连绵不断
wzhc 边线球
wzhz 安顿
wziv 安上
wzj 迨 吢
wzjc 安国
wzjf 神经中枢
wzjj 礼品 巡回
wzjk 进出口量
wzjo 进出口公司
wzjr 安图
wzju 进出口总公司
wzjv 心中 心跳
wzkb 心里
wzkl 安曼
wzkr 安歇
wzkw 心思 礼堂
wzla 心目
wzle 安置
wzlm 安睡
wzlo 遦
wzly 安眠
wzlz 安县 礼县
wzm 必
wzma 礼拜 塞维利亚
wzmc 生
wzml 心血 覕
wzmr 礼物 安稳 鴓
wzmv 边缘科学
wzmy 邲
wzmz 神经系统
wzna 案例
wznb 穷乡僻壤 安仁
wznc 安身
wzne 案值
wzng 安顺
wznm 案件
wznr 安化
wzns 礼仪
wznv 神出鬼没
wznw 安息
wzo 逡
wzoa 礼盒
wzoc 安全
wzoi 巡行
wzok 心得
wzol 安徽
wzop 遪
wzor 逡
wzou 违纪行为
wzow 心领
wzox 心律
wzoy 安分
wzoz 邋
wzpd 安丘
wzpl 安岳
wzpn 礼貌
wzps 巡航
wzpw 心爱
wzqa 心肝
wzqq 心肌
wzqr 心胸
wzqt 心脏
wzqy 案犯 礼服 心肠
wzrg 安然 安危 造纸厂
wzrk 安乐
wzrx 心急
wzry 心包
wzse 心计
wzsf 安新
wzsj 初级产品
wzsk 心意
wzsm 安放
wzso 巡诊 安义
wzss 鹤发童颜
wzsu 安详
wzsv 心率
wzsw 安谧
wzsy 神经衰弱
wzta 心病
wztb 安装
wztf 安闲 实收资本
wztg 心头 安庆
wztr 心疼
wztv 安度
wztx 安康
wzuc 心情 案情
wzug 心烦
wzum 心悸
wzur 礼炮
wzuw 安恙
wzuy 案卷
wzve 心潮
wzvm 边缘学科
wzvp 安溪
wzvw 巡演
wzvx 安泽
wzwa 安宁
wzwb 安远
wzwd 安定 富纳富提
wzwe 安祺 安塞
wzwf 橤
wzwg 安家 安达
wzwh 心室
wzwj 必经之路
wzwk 心神 礼遇
wzwl 巡视 巡逻
wzwp 礼宾
wzwr 安逸
wzws 心房
wzwv 遵纪守法
wzww 惢
wzwz 安心 巡礼 神经官能症 繠
wzxb 安慰
wzxe 安居 巡展 神经节
wzxg 神经原
wzxm 农奴制
wzxu 心灵 连续函数
wzya 案子
wzyb 安陆
wzyh 安民
wzyk 安阳
wzyn 初级阶段
wzyz 心如刀绞
wzz 窈
wzzb 心绪 进出境
wzzj 进出口
wzzq 神经细胞
wzzz 神经纤维 安乡
x 对 书
xa 马
xaa 乛
xaaa 乛
xaar 马列
xabb 欢天喜地 登封
xaby 登场
xade 勇于探索
xady 登报
xaeb 登基
xaeh 登载
xaej 马克
xafq 登机
xag 癸
xagf 屋顶板
xagr 对顶角
xagx 屋顶层
xahe 马车
xahr 马匹
xahx 戼
xaih 马虎
xaiv 马上
xaj 登
xajr 马路
xajz 尽可能
xakb 马里
xakd 登时
xakm 登临
xaku 尼亚美
xakz 马累
xal 骊
xall 登山 骊 马山
xalm 眉开眼笑
xalz 皮开肉绽
xaos 敢于创新
xapv 寻死觅活
xaq 凳
xar 屍
xary 敢死队
xass 马列主义 马列主义理论
xasy 登记
xaua 马灯
xavo 又一个
xavt 又一次
xawc 勇于进取
xawe 马赛
xawg 马达
xaxh 马戏
xaxk 登录
xaxr 马驹
xaya 凳子
xayb 登陆
xaym 马力
xazj 登台
xazr 马约
xb 层
xba 彐 肀 ⺻
xbaa 圣地亚哥
xbak 劃
xbba 君士坦丁
xbbd 聿
xbbh 圣城
xbbv 圣地
xbby 建
xbd 尉
xbdp 劲掀
xbds 寻
xbdy 鄩
xbeo 圣赫勒拿
xbes 垦荒
xbew 慰劳
xbfa 马来西亚
xbfb 欢声雷动
xbfn 颈椎
xbfp 层析
xbg 颈
xbgb 层压
xbgj 层面
xbgy 屡教不改
xbhl 局域网
xbho 垦区
xbi 蠿
xbii 蠿
xbj 尋
xbjd 尋
xbk 書
xbka 晝 畫
xbkf 彚
xbkk 剥
xbkl 盝
xbko 展示会
xbkq 圣明
xbkt 双喜临门
xbkv 录 隶
xbkw 逮 逯
xbkz 畵
xblb 眉来眼去
xbli 帇
xbm 屠
xbml 衋
xbms 欢声笑语
xbmt 驱动程序
xbn 肅
xbnd 肅
xbnn 居功自傲
xbno 肃
xbnr 歗 鷫
xbnu 粛
xbnx 彟 彠
xbod 圣人
xbof 屠杀
xbor 鹔
xbrj 马塔乌图
xbrs 夛
xbs 巯
xbsj 层高
xbsm 劲旅
xbsy 圣诞
xbte 熨斗
xbtg 劲头
xbtj 慰问
xbtr 层次
xbu 熨
xbul 盡 賮
xbuo 灵 圣火
xbw 慰
xbwl 帚
xbws 屠宰
xbxb 层层
xbxe 双增双节
xbxw 遐
xbxx 叚
xby 劲
xbyd 屠刀
xbye 彛
xbz 层
xbze 彞
xbzj 驱动器
xc 敢
xcad 敢于
xcae 敢干
xcak 欢聚一堂
xcaw 聼
xcen 马耳他
xcfl 敢想
xcgk 憨厚
xcm 敢
xcmo 敢 饏
xcmw 憨
xcrg 骤然
xcsv 敢说
xcw 憨
xcx 骤
xcxc 尽职尽责
xcxg 骤
xcxy 尽责尽力
xd 門
xda 閂
xdae 開 閈
xdag 闋
xdai 閇 閅
xdaj 閤 閜
xdal 闠
xdau 屈指可数 閛
xdb 閨
xdbb 閨
xdbi 寻址
xdbm 闍
xdbu 闥
xdby 閮
xdbz 閸
xdc 閏
xdcd 閆
xdce 聞
xdcm 闞
xdcn 承担责任
xdcs 閠
xdcu 闖
xddh 寻找
xddm 閉
xddv 寻求
xde 閧
xdeo 閧
xdf 閑
xdfb 闉
xdfj 閪
xdfk 閳
xdfl 闌
xdfr 马拉松比赛 鷴
xdfx 寻根
xdfz 闄
xdg 闃
xdgs 闃
xdgz 閎
xdhd 屈打成招
xdhi 閕
xdi 閩
xdix 闅
xdj 問
xdja 閾
xdjb 闛
xdjf 閫
xdjj 闆 閭
xdjk 闣
xdjl 承接国内外
xdjm 闈 闙 寻呼
xdjr 閲 閱 闤 闧
xdjs 闢
xdju 闦 闓
xdk 間
xdke 闡
xdki 閘
xdkk 閶
xdkl 覸
xdkm 閯
xdkr 鷼
xdks 閺
xdkv 閖
xdkw 寻常 寻思
xdkz 閹
xdl 閊
xdll 閊
xdlm 闝
xdlo 闐 閴
xdm 閁
xdmb 閮
xdmh 閐
xdmj 闙
xdml 寻衅 寻租
xdn 閰
xdnb 閰
xdnf 闑
xdnh 閥
xdni 閵
xdnk 闎
xdo 閃
xdod 閃 閄
xdol 闚
xdoo 閦
xdot 閼
xdow 閝
xdoy 闀
xdpl 寻觅
xdpn 双折射
xdq 閒
xdqi 闏
xdql 覵
xdqr 鷳
xdr 閣
xdrj 閣
xdrk 寻甸 閽
xdrn 閻
xdrw 闧
xds 寻
xdsa 誾
xdse 马拉博
xdsf 马拉松
xdsk 闇
xdsl 閙
xdso 閔
xdsq 閌
xdsr 承担义务
xdss 寻访
xdsu 閚
xdsx 閬
xdsy 閍
xdsz 马拉维
xdt 閗
xdte 閗
xdu 闘
xdud 闘
xdug 関
xduo 焛
xduw 闥
xduy 闂
xdv 闊
xdvm 闊
xdw 怼
xdwc 寻宝
xdwm 閟
xdwx 閿
xdwz 悶
xdxd 敢打敢拼 闁
xdxe 马提尼克
xdxl 即插即用
xdxv 马提尼酒
xdys 书报亭
xdyy 闒 闟
xdz 閞
xdze 閞
xdzl 闔
xdzo 閡
xdzr 闕
xdzu 闗
xdzz 關
xe 展
xead 居于
xeae 展开
xeai 殿下
xeak 丑恶
xear 剧烈
xebf 对苯二酚
xebg 展项
xebk 展示
xebu 剧增
xeby 剧场 展教
xec 骐
xech 马其顿
xecv 展现
xecz 剧毒
xed 丑
xeed 登革热
xeem 圣基茨和尼维斯
xefa 剧本
xefc 艰苦朴素
xefp 展板
xega 展厅
xegs 丑态
xegt 艰苦奋斗
xeh 展
xej 居
xejd 剧团
xejj 展品
xejk 马克思
xejm 马斯喀特
xejw 圣胡安
xek 剧
xekm 展览 居世界第一位
xeks 马克思主义
xela 剧目
xemk 马斯特里赫特条约
xenr 丑化
xens 居住 展位
xeo 殿
xeok 艰苦创业
xepk 展销
xeq 臀
xera 圣萨尔瓦多
xerb 臀鳍
xerg 居然
xers 居留
xerv 居多
xesj 臀部
xesq 展望
xetc 丑闻
xeth 剧减
xetx 剧痛
xeva 圣菲波哥大
xewh 居室 展室 皮带轮 履带式
xewl 马鞍山
xewz 居心
xeyh 居民
xeyj 展架
xeyw 剧院
xeyy 灵芝孢子
xeyz 丑陋
xez 屉
xezh 展线
xezj 展台
xezl 剧组
xezz 展出
xf 既要
xfab 灵机一动
xfb 骠
xfbk 骠
xff 骦
xffl 骦
xfgi 屡禁不止
xfle 录相带
xfnt 颈椎病
xfqi 登机卡
xfqn 登机牌
xftp 颈椎间盘突出
xftt 寻根问底
xfyc 马林巴琴
xg 颇
xga 骑
xgaj 骑
xgau 群龙无首
xgaz 丑态百出
xgbk 承压水
xgci 颇丰
xgd 驮 夬
xgds 皮大衣
xggd 颇大
xggq 颇有
xggw 鸡犬不宁
xghe 骑车
xgib 对不起
xgin 难不倒
xgix 对不对
xgk 刔
xgkd 刔
xglo 颇具
xgmw 尼龙袜
xgnj 马不停蹄
xgo 颇
xgpo 骑兵
xgr 鴂
xgrz 鴂
xguv 颇为
xgwa 颇富
xgxa 骑马
xh 既
xhag 屋顶
xhb 屋
xhba 驱赶
xhbo 驱走
xhbz 驱动
xhce 戏弄
xhdw 既成事实
xheq 驱散
xhfr 屋檐
xhfv 既要
xhgq 既有
xhgr 骁
xhhb 马到成功
xhhe 驱车
xhix 戼
xhjv 戏中
xhk 暨
xhkk 戏曲
xhkv 既是
xhm 戏
xhna 驱使
xho 驱
xhos 驱 既往
xhqm 双轨制
xhr 既
xhrg 既然
xhsi 戏谑
xhsv 戏说
xhvb 戏法
xhvo 屋脊
xhwd 既定
xhwg 驱逐
xhxe 戏剧
xhya 屋子
xhyj 屋架
xhyo 驱除
xhzj 戏台
xhzq 既能
xi 皮
xiad 疏于
xiae 皯
xiai 皮下
xicd 皮球
xieb 皮鞋
xiee 皮革
xien 皮鞭
xieq 疏散
xiew 皮带
xiey 疏勒
xifa 圣卢西亚
xifj 疎
xifn 皮棉
xifo 疏松
xig 臩
xign 臩
xigo 颇 頗
xih 燛
xihu 燛
xii 蛋 疋
xiia ⺪
xiih 臦
xik 疍
xika 疍
xilk 皮帽
xilo 皮具
ximh 皮毛
xink 蛋白
xinr 皮货
xipe 皮质
xiq 胥
xiqb 皮肤
xirl 疏解
xiro 疏忽
xiry 皮包 皰
xis 疏
xish 皮试
xiug 蛋类
xiuu 蛋糕 皮炎
xivx 疏漏
xivz 疏浚
xiwb 疏远
xiwf 皹
xiwx 疏通
xixa 骑虎难下
xixb 皮层
xiyd 疏导
xizn 疏
xj 君
xja 韎
xjaf 韎
xjaj 韐
xjak 壁画
xjb 壁
xjc 璧
xjcd 壁球
xjd 骃
xje 韠
xjeb 韠 韡
xjel 群英
xjf 檗
xjfw 韢
xjfx 君权
xjg 韟
xjge 韟
xjgz 群雄
xjh 韤
xjhs 韤
xjih 壁虎
xjjo 譬喻
xjjy 韕
xjke 圣路易斯
xjkl 韞
xjkq 韒
xjl 韝
xjlb 韝
xjll 群山 璧山 韥
xjm 韋
xjmb 韋
xjmc 韔
xjme 韚
xjmf 寻呼机 韖
xjmj 欢蹦乱跳
xjml 韛
xjmw 違
xjmy 郼
xjmz 寻呼台
xjnf 群体
xjnr 群像
xjo 驶
xjoo 群众
xjos 驶
xjot 对号入座
xjp 韜
xjpn 韜
xjq 臂
xjqf 臂膊
xjqs 臂膀
xjr 韣
xjri 韣
xjrk 圣路易
xjrl 群岛
xjs 辟
xjsc 君主
xjsk 臂章
xjsp 辟谣
xju 群
xjw 韗
xjwf 韗
xjx 韍
xjxs 韍
xjy 劈
xjya 君子
xjys 韌
xjz 韘
xjzf 韘
xjzj 譬如
xjzl 群组
xjzz 壁垒 驶出
xk 录
xka 丞
xkaq 脀
xkar 尼日尔
xkau 烝
xkay 卺 巹
xkaz 骋
xkc 承
xkcd 承
xkcu 群星璀灿
xkcx 录取
xkcz 尿素
xkdf 双曲拱桥
xkdk 承担 承揽
xkdp 函授
xkds 承接
xkeh 承载
xkev 剥落
xkew 承蒙
xkf 骒
xkff 对照检查
xkfl 录相 丞相
xkfo 尿检
xkgd 剥夺
xkgz 尽最大努力
xki 届
xkik 尿频
xkk 剥
xkkd 届时
xkkq 剥削
xkks 录影
xkkz 双曲线
xklr 函购
xklv 录用
xkm 犀
xkma 尼日利亚
xkml 录制
xkmo 展览会 展览馆
xknj 承保
xknm 函件
xknr 录像
xkoa 邓小平
xkod 录入
xkoe 承德
xkow 登堂入室
xkpw 承受
xkq 屑
xkrj 录象
xkrl 双鸭山 犀角
xkrx 尿急
xkry 承包
xkrz 犀鸟
xkse 承诺
xksk 录音
xkso 承认 剥离
xksv 观光旅游
xksx 皮影戏
xktf 尿床
xkuj 承兑
xkut 尿糖
xkuz 函数
xkv 尿 氶
xkve 届满
xkvs 尿液
xkvv 驲
xkw 逮
xkwu 观赏性
xkxm 隶属
xkya 骡子
xkyo 承办
xkyx 承建
xkz 骡
xkzg 顄
xkzi 函
xkzz 承继
xl 观
xlad 勇于
xlba 勇士
xlc 驵
xld 甬
xldv 对内搞活
xlfk 眉梢
xlgr 屡见不鲜
xlha 观感
xlhi 刷牙
xlia 刷卡
xlij 观点
xlk 刷 驷
xlkg 观光
xlks 观景
xlkw 观赏
xlla 眉目
xlll 眉山
xllz 眉县
xlmh 眉毛
xlml 观看
xlmy 勇气
xloo 观众
xlop 鸡内金
xlos 观念
xlqy 勇猛
xlr 观
xlrv 尼罗河
xlsf 刷新
xlsk 观音
xlsq 观望
xltf 观摩
xltg 眉头
xlvl 观测
xlvm 刷洗
xlw 通
xlwb 登山运动
xlwf 登峰造极
xlwr 观察
xlwu 甬道
xlwz 观礼
xlxc 勇敢
xly 勇
xlya 刷子
xm 尸
xma 尹
xmad 属于
xmae 屛
xmag 頵
xmaj 君 屙
xmal 覠 帬
xmar 鵘 裠
xmau 群 羣 焄
xmay 郡
xmbb 尾款
xmbd 尉
xmbm 屠
xmbr 鷵
xmbx 尾声 叞
xmbz 层 屆
xmdg 皮手套
xmdi 螱
xmdm 犚
xmdu 熨
xmdw 慰
xme 屉
xmeh 展
xmej 居
xmem 双簧管
xmex 屐 鸡毛蒜皮
xmez 屉 屜
xmf 杘
xmfa 尼科西亚
xmfl 属相
xmfn 尾椎 预制构件 预算构件板
xmfv 屚
xmg 骄
xmgh 屒
xmgn 骄
xmgv 圣乔治
xmh 尾
xmhb 屋
xmhk 剭
xmi 属
xmii 屣
xmik 劚
xmil 属
xmip 斸
xmj 君
xmjk 剧
xmjl 屌 屩 屫
xmjo 咫
xmjr 鶋
xmjs 辟
xmka 昼
xmkc 屝
xmki 届 屇
xmkk 屪
xmkm 犀
xmkq 屑
xmkr 履
xmku 双重性
xmkv 尿
xmkz 屢 屨
xml 眉
xmlk 刷 層
xmll 预算内 屭
xmlo 屃 屓
xmlr 鹛 鶥
xmly 郿
xmm 屗
xmmd 屗
xmmh 尾
xmmw 遲
xmmy 尾气 骄气 屘
xmnc 骄傲
xmnf 尸体
xmo 臋
xmoo 臋
xmoq 殿
xmq 壂
xmqb 壂
xmqd 凥
xmqq 臀
xmqy 尻
xmr 屁
xmrb 尾鳍
xmri 屬
xmrr 尼 屁 屍
xmrw 迡
xmrz 鸤 鳲
xms 尺
xmsa 双管齐下
xmsb 壁
xmsc 璧
xmse 屖
xmsf 檗
xmsg 礕
xmsj 躄
xmsl 幦
xmsm 擘
xmsp 鐾
xmsq 臂
xmsr 襞 褽 鸊 鷿
xmss 譬
xmst 尽
xmsu 糪
xmsw 迟 避 遟 憵 鼊
xmsy 劈 孹
xmsz 嬖 繴
xmtr 对敌斗争
xmua 尾灯
xmue 屏
xmuf 屎
xmuk 双氧水
xmum 属性
xmun 尸首
xmuu 羼
xmuw 遅
xmuz 屡 屦 尾数
xmw 迉
xmwo 屄
xmwt 属实
xmxy 群策群力
xmyc 对牛弹琴
xmyi 尾巴
xmyj 局
xmys 甓
xmyw 尾随
xmyy 尾翼 孱
xmz 屟
xmzf 屟 屧
xmzi 尽管如此
xmzo 居委会
xmzr 鶌
xmzt 灵敏度
xmzv 对答如流
xmzz 屈
xn 难
xnad 难于
xnaw 圣何塞
xnbe 难堪
xncq 肃静
xnd 驯
xndj 难事
xnds 驸
xnel 肃南
xngd 难耐
xngn 驻华大使
xngw 局促不安
xngx 难友
xni 骓
xnij 难点
xnjl 圣保罗
xnjp 难听
xnjr 难兄
xnka 难题
xnkf 蛋白酶
xnkg 难题
xnkp 蛋白质
xnkx 难当 圣但尼
xnml 难看
xnmn 肃穆
xnne 驻华使节
xnnr 驯化
xnnv 骄傲自满
xno 肃
xnok 难得
xnpw 难受
xnpx 肃反
xnqy 驯服
xnr 骅
xnre 录像带 骅
xnrf 录像机
xnri 难处
xnrj 难免
xnrl 难解
xnrn 录像片
xnrw 骢
xnsa 难言
xnsh 居住区
xnsm 难产
xnsu 难辨 肃立
xnsv 难说
xnsw 难忘
xntr 肃北
xntv 难度
xnue 难懂
xnug 难关
xnun 驯养
xnuv 难为
xnux 难怪
xnuy 难弟
xnvc 肃清
xnw 骢
xnwa 肃宁
xnwd 难过 双向选择
xnwu 难道
xnxu 敢作敢为
xnyh 难民
xnyo 难办
xnzo 难以
xo 验
xoa 艮
xoaa 艮
xoav 桑拿浴
xob 垦
xobv 验
xodm 双人舞
xodn 买入价
xodv 双人滑
xoe 屐
xoek 马德里
xoes 马德望
xoeu 勇往直前
xoew 履带
xofb 验票
xogr 既往不咎
xogy 履历
xohe 验车
xohr 既
xoi 屣
xojj 驳回
xojn 群众团体
xojt 骇人听闻
xojw 居全国之首
xojz 群众路线
xoka 暨
xokb 对得起
xokg 验光
xom 履
xoml 验算 验血
xomu 既得利益
xomv 群众生活
xonh 驳倒
xonr 验货
xoo 驳
xooi 履行
xoon 圣彼得堡
xoos 驳
xopc 双循环
xopq 驳船
xops 驳斥
xora 验印
xorb 塈
xorf 槩
xorm 尽人皆知
xorr 鱀
xorz 鵖
xosa 验证
xosl 群众意见
xosm 验讫
xoss 履行诺言
xosy 验方
xotr 验资
xou 屦
xoum 群众关系
xouv 难得糊涂
xow 恳 退
xowz 恳
xoxa 验屍
xoxk 验尿
xoxo 难舍难分
xoxr 难分难解
xoy 即
xoyb 堲
xozm 验收
xozz 群众组织
xp 矛盾
xpbm 欢欣鼓舞
xpko 展销会
xpoe 马铃薯
xpzy 承受能力
xq 皮肤
xqze 灵丹妙药
xr 对比
xram 对外政策
xras 对外开放 对外开放政策
xrbe 肃然起敬
xrbj 欢喜
xrbm 承包工程
xrbx 欢声
xrcn 承包责任制
xrcx 欢聚
xrcz 对外联络
xrdl 对外援助
xrfj 鸡西
xrge 对外友协
xrgm 尼龙
xrgs 疏忽大意
xrhk 鸡东
xrj 驹 骆
xrje 录象带
xrjm 欢呼
xrjr 驰名中外
xrkr 圣多明各
xrky 欢畅
xrlz 对角线
xrmm 欢笑
xrnb 马尔代夫
xro 欢
xroy 皮包公司
xrpr 欢欣
xrqq 屁股
xrqu 欢腾
xrr 尼
xrrk 欢乐 对外贸易 对外贸易经济合作部
xrs 骝
xrss 居留证
xrsv 对外交流中心
xrtg 欢庆
xrtv 欢度
xrum 对外关系 圣多美和普林西比
xrux 欢快
xrvu 圣多美
xrwk 欢宴
xrwn 对外宣传办公室
xrwr 欢迎
xrwu 欢送
xrwz 欢心
xrx 驺
xrxb 驺
xrxi 鸡蛋
xrxo 难解难分
xrxw 骆驼
xryk 骝
xrym 承包制
xrz 鸡
xrze 承包经营
xrzi 既然如此
xrzr 对外经贸
xrzv 对外经济 对外经济贸易 对外经济贸易部
xs 又
xsa 癶
xsaa 
xsae 癷
xsag 癸
xsav 又一
xsb 圣
xsbf 对讲机
xsbg 颈 頚
xsbh 局部地区
xsbk 刭
xsbr 発
xsbv 驻地
xsbw 迳
xsby 劲
xsc 驻
xscj 尽职
xsds 尺寸 对
xsdw 怼
xsdz 驻扎
xse 骍
xsek 矠
xser 骧
xsf 颡
xsfg 颡 顙
xsfm 圣文森特和格林纳丁斯
xsfr 歠 鶔
xsfv 又要
xsga 居高不下
xsgh 戣
xsgq 又有
xsgx 尺码
xsgy 鄈
xshm 戏
xsi 蚤
xsig 预 預
xsii 蟊
xsim 矛
xsir 局部战争
xsix 敠
xsj 骧
xsjg 豫
xsju 登 圅
xsk 昼
xska 尽量
xske 尽早 录音带
xskf 录音机
xskq 矟
xskt 录音座
xskv 又是
xsl 甬
xsld 甬
xslk 劀
xslm 氄
xslr 观 覌 鹬 鷸
xslw 通 恿 遹
xsly 勇 勈
xsm 堥
xsmb 堥
xsmc 騖
xsme 鞪
xsmf 柔 楘 对话框
xsmi 蝥
xsmk 暓
xsml 瞀 嵍 矞
xsmm 敄
xsmp 鍪
xsmr 鹜 鶩
xsmu 局部利益
xsmw 尽管 愗
xsmx 骛
xsmz 婺
xsni 难
xsnr 驻华
xsnx 矡
xsok 马六甲
xsow 矝 驻馆
xsps 承认错误
xsq 癹
xsqx 癹
xsri 驻外
xsro 欢
xsry 務
xsrz 鸡 鳮
xss 叉
xssb 买方市场
xssi 蚤
xssj 驻京
xssn 昼夜
xssx 矜
xst 尽
xstg 尽头
xstv 尺度
xsuc 尽情
xsug 对立面
xsul 覴
xsuq 凳
xsur 圣诞快乐
xsuw 邆
xsux 尽快
xsuy 鄧
xsw 叠 迟
xswd 驻守
xswh 驻军
xswl 叠 层峦迭嶂
xswy 难言之隐
xsx 桑
xsxf 桑
xsxi 予
xsxk 剟
xsxm 敪 毲
xsxo 艰
xsxr 欼 鵽
xsxs 双
xsxw 逫
xsxx 叒 叕
xsy 邓
xsyc 登记表
xsye 圣诞节
xsyf 圣诞树
xsyg 奦
xsyi 圣诞卡
xsyj 圣诞咭
xsym 尽力 劝
xsyq 發
xsyr 书记处
xsys 驻防
xsyu 熃
xsz 骇
xsza 对立统一
xszj 又如
xszn 巯
xszo 骇
xszq 又能
xt 买
xtae 对症下药
xtao 勇斗歹徒
xteo 骥
xtex 买卖
xtfb 买票
xtg 买
xtgd 买
xtjj 慰问团
xtlc 买账
xtno 买价
xtr 骥
xtsc 买主
xtsy 买方
xtuk 买单
xtuq 劈头盖脸
xtwb 买进
xtwg 买家
xtwx 买通
xtxu 居庸关
xtzu 买断
xu 群
xuaa 敢为天下先
xuah 灵武
xuba 灵巧
xubz 灵魂
xudg 群情振奋
xue 屏
xuea 骈
xuek 屏幕 屏蔽
xuel 屏南
xueq 屡获
xuew 灵芝
xuf 屎
xuga 灵石
xuha 灵感
xull 灵山 屏山
xumz 灵敏
xund 灵川
xunj 屏保
xunk 柔情似水
xunn 居首位
xunw 屏息
xuo 灵
xupd 灵丘
xuqg 承前页
xuqo 屏风
xutr 屡次
xuu 羼
xuvf 承兑汇票
xuvm 灵活
xuwc 灵宝
xuwe 屡遭
xuwx 灵通
xuxj 灵璧
xuxu 尽善尽美
xuys 屏障
xuz 屡
xv 预测
xvad 对于
xvae 对开
xvcu 对联
xvdr 对换
xvds 对接 对抗
xvgj 对面
xvhv 劈波斩浪
xvia 对虾
xvir 对此
xvja 对口 对号
xvjr 对路
xvkg 对光
xvky 对照
xvlb 对峙
xvlg 对岸
xvlm 眉清目秀
xvlo 对内
xvmb 对等
xvmd 对手
xvmf 对策
xvmr 对称
xvmu 灵活性
xvnd 对付
xvnk 对白
xvnr 对华 尼泊尔
xvnu 对焦
xvob 对待
xvpe 对质
xvrf 灵活多样
xvri 对外
xvrj 对象
xvrl 对角
xvrr 对比
xvsa 对证
xvsb 对讲
xvsl 对调
xvsm 对话
xvsn 对弈
xvsu 对立
xvsx 对流层
xvsy 对方
xvta 对症
xvtg 对头
xvtj 对冲
xvtl 对门
xvtn 对准
xvtv 对应
xvub 对半
xvuz 对数
xvvs 对流
xvxy 对局
xvyf 熨烫板
xvyv 对了
xvyy 熨烫架
xvzz 对垒
xw 骗
xwaf 书写板
xwaz 书写纸
xwb 骔
xwbk 骔
xwbo 承运人
xwcx 骗取
xwdv 恳求
xwdw 隶定字
xwei 马塞卢
xwew 买空卖空
xwfs 骗术
xwgp 驱逐舰
xwhy 恳切
xwkr 居安思危
xwl 帚 骗
xwld 骗
xwlr 驼峰
xwm 驴
xwmh 圣迭戈
xwmw 预选赛
xwnh 欢迎仪式
xwod 骗人
xwon 双边合作
xwph 骗钱
xwr 驼
xwrj 观察员
xwrk 双边贸易
xwrr 驼
xwrw 观察室 观察家
xwry 驼色
xwrz 驼鸟
xwsc 恳请
xwtr 驼背
xwum 双边关系
xwus 难道说
xwwo 欢迎宴会
xwwt 疏密度
xwxy 尽心尽力 骗局
xwy 骟
xwya 骗子
xwye 马达加斯加
xwyy 骟
xwz 恳
xx 予
xxa 骙
xxag 骙
xxar 双列
xxat 驻马店
xxb 驿
xxbb 欢欢喜喜
xxbi 双工 驿
xxbk 预示
xxbo 双规
xxbr 圣皮埃尔
xxby 柔韧
xxbz 骚动
xxda 双打
xxdb 矜持
xxdg 骚扰
xxdk 预提
xxdl 双拥
xxdq 预热
xxdy 预报
xxee 艰苦
xxeq 预期
