name=拼音
key=abcdefghijklmnopqrstuvwxyz
len=63
wildcard=?
pinyin=1
split='
hint=0
update=1
user=pinyin.usr
assist=mb/yong.txt 2
yejiushishuo 也就是说
yeke 也可
yekeneng 也可能
yekeyi 也可以
yekong 夜空
yekuo 业扩
yelai 也来
yelang 野狼 夜郎
yelangzida 夜郎自大
yeli 夜里
yelian 冶炼
yeliqin 叶利钦
yelu 耶鲁
yelun 叶轮
yeluoguigen 叶落归根
yelusaleng 耶路撒冷
yelv 野驴
yelvchucai 耶律楚材
yelvsu 叶绿素
yema 页码 野马
yeman 野蛮
yemao 腋毛
yemei 也没 页眉
yemeiyou 也没有
yemen 爷们 也门
yemian 页面
yemingzhu 夜明珠
yemu 夜幕
yenan 也难
yenei 业内
yeneng 也能
yepian 叶片
yeqin 野禽
yeqing 也请
yequ 也去
yerang 也让
yeren 野人
yese 夜色
yeshen 夜深
yesheng 野生
yeshengdongwu 野生动物
yeshengdongwuyuan 野生动物园
yeshenghuo 夜生活
yeshengzhiwu 野生植物
yeshenrenjing 夜深人静
yeshi 也是 夜市 夜视 野史 也使
yeshiqicai 夜视器材
yeshiyi 夜视仪
yeshou 野兽
yeshu 页数
yeshuo 也说
yesu 耶稣
yesuan 也算 叶酸
yesun 爷孙
yetai 也太 液态
yeti 液体
yetie 冶铁
yeting 也挺 叶挺
yewai 野外
yewaizuoye 野外作业
yewan 夜晚
yewei 也为 也未 野味
yewo 腋窝
yewu 业务
yewubu 业务部
yewulianxi 业务联系
yewurenyuan 业务人员
yewushuiping 业务水平
yewuyuan 业务员
yexia 腋下
yexiang 也想 也像
yexiao 夜宵 夜校 也笑
yexin 野心
yexing 也行 野性
yexinjia 野心家
yexu 也许 也需 也须
yexue 也学
yeya 液压
yeyan 页岩
yeyanqi 页岩气
yeyanyou 页岩油
yeyao 也要
yeye 爷爷
yeyi 业已 也已
yeyijiri 夜以继日
yeyin 也因
yeying 也应 野营
yeyinggai 也应该
yeyingxunlian 野营训练
yeyou 也有 也由
yeyu 业余 揶揄
yeyuaihao 业余爱好
yeyuaihaozhe 业余爱好者
yeyujiaoyu 业余教育
yeyushijian 业余时间
yezai 也在
yezhan 野战 夜战 也占
yezhe 掖着
yezheng 也正
yezhi 也指
yezhong 野种
yezhu 业主 野猪 噎住
yezi 叶子 椰子
yezonghui 夜总会
yezou 也走
yi 一 以 意 依 已 益 义 议 医 易 衣 艺 译 移 异 亦 仪 疑 遗 忆 宜 椅 亿 伊 谊 抑 翼 矣 役 乙 溢 毅 裔 逸 姨 夷 怡 蚁 轶 弈 倚 蛇 翌 颐 疫 绎 彝 咦 佚 奕 熠 贻 漪 诣 迤 弋 懿 呓 驿 咿 揖 旖 屹 痍 薏 噫 铱 镒 刈 沂 臆 缢 邑 胰 猗 羿 钇 舣 劓 酏 佾 埸 诒 圯 荑 壹 挹 嶷 饴 嗌 峄 怿 悒 欹 殪 黟 苡 肄 镱 瘗 癔 翊 蜴 眙 翳 丿 佗 圪 宧 射 尾 搋 浥 祎 衤 乂 匜 叆 螠 艾
yian 议案 已按 疑案 一按
yiba 一把 已把
yibai 一百
yibaimi 一百米
yibaitudi 一败涂地
yibaiwan 一百万
yiban 一般 一班 一斑 一半 已办
yibandeshuo 一般地说
yibandijiang 一般地讲
yibaner 一半儿
yibanerlun 一般而论
yibang 一帮 异邦
yibanhua 一般化
yibanjianshi 一般见识
yibanlaishuo 一般来说
yibanren 一般人
yibanshuolai 一般说来
yibanwuer 一般无二
yibanxing 一般性
yibao 一包 医保 已报 易爆
yibashou 一把手
yibazhang 一巴掌
yibazhua 一把抓
yibei 已被 以备 以北 一倍 一杯 衣被
yibeicha 一杯茶
yibeizi 一辈子
yiben 一本 译本
yibenwanli 一本万利
yibenzhengjing 一本正经
yibi 一笔 一比
yibian 一边 一遍 以便 易变
yibianbian 一遍遍
yibiandao 一边倒
yibiao 仪表
yibin 宜宾
yibing 一并 疫病 一兵
yibingchuli 一并处理
yibizihui 一鼻子灰
yibo 衣钵 已拨
yibosanzhe 一波三折
yiboweiping 一波未平
yiboyouqi 一波又起
yiboyuntian 义薄云天
yibu 一步 一部 已补 异步 已不 亦不
yibubianyingwanbian 以不变应万变
yibubiti 衣不蔽体
yibubu 一步步
yibudaowei 一步到位
yibudengtian 一步登天
yibufen 一部分
yibuliwai 亦不例外
yiburongci 义不容辞
yibuxiaoxin 一不小心
yibuyiqu 亦步亦趋
yicai 异彩
yice 一侧 臆测 一册
yiceng 一层
yicha 一茬
yichan 遗产
yichana 一刹那
yichang 一场 异常 宜昌 一尝
yichangchuan 一长串
yichangkong 一场空
yichangyihe 一唱一和
yichen 一沉 翌晨
yichenburan 一尘不染
yicheng 已成 议程 一成 亦称 译成 一程
yichengbubian 一成不变
yichengxiangdai 以诚相待
yichong 益虫
yichou 一筹
yichoumozhan 一筹莫展
yichouwannian 遗臭万年
yichu 一处 一出 溢出 益处
yichuan 遗传 伊川 宜川
yichuanxue 遗传学
yichuidingyin 一锤定音
yichuizimaimai 一锤子买卖
yichujifa 一触即发
yichun 乙醇 伊春 宜春
yici 一次 一词 以此 依此 依次
yicichonghao 以次充好
yicileitui 依此类推 以此类推
yicixing 一次性
yiciyouyici 一次又一次
yicong 已从 依从
yicuerjiu 一蹴而就
yicun 依存
yida 一大 一打 已达 医大
yidaban 一大半
yidabang 一大帮
yidabiqian 一大笔钱
yidabu 一大步
yidabufen 一大部分
yidadui 一大堆
yidai 一代 一带 一袋 以待 衣袋
yidairen 一代人
yidaixinren 一代新人
yidajuweizhong 以大局为重
yidali 意大利
yidan 一旦
yidao 一道 一到 移到 胰岛 一刀
yidaokan 一道坎
yidaoliangduan 一刀两断
yidaoqie 一刀切
yidaosu 胰岛素
yidaoti 一道题
yidapi 一大批
yidapian 一大片
yidaqun 一大群
yidayidang 一搭一档
yidazao 一大早
yide 医德
yidebaoyuan 以德报怨
yideng 一等 乙等
yidenggong 一等功
yidengjiang 一等奖
yidi 异地 易地 乙地 一滴
yidian 一点 疑点
yidiandaimian 以点带面
yidiandian 一点点
yidianer 一点儿
yidianyuan 伊甸园
yidie 一碟 一叠
yidieliansheng 一迭连声
yiding 一定 已定 议定
yidingchengdu 一定程度
yidingshu 议定书
yidingyao 一定要
yidingzhigui 一定之规
yidishui 一滴水
yidong 移动 以东 易懂 一动 异动
yidongbudong 一动不动
yidou 一抖 疑窦
yidu 一度 一堵
yiduan 一段 一端 异端 臆断
yiduanxieshuo 异端邪说
yidugongdu 以毒攻毒
yidui 一对 以对 已对 一堆
yidun 一顿 一墩 一吨 亿吨
yiduo 一朵
yiduobuyashen 艺多不压身
yiduohua 一朵花
yiduziqi 一肚子气
yiechuane 以讹传讹
yier 一二 姨儿
yierbujue 议而不决
yierzai 一而再
yifa 依法 一发
yifabanshi 依法办事
yifachachu 依法查处
yifachuli 依法处理
yifalvweizhunsheng 以法律为准绳
yifan 一番 一翻
yifanchangtai 一反常态
yifanfengshun 一帆风顺
yifang 一方 以防 乙方
yifangbuce 以防不测
yifangmian 一方面
yifangwanyi 以防万一
yifangyounanbafangzhiyuan 一方有难八方支援
yifanhua 一番话
yifazhili 依法治理
yifazhishui 以法治税
yifazhuijiuxingshizeren 依法追究刑事责任
yifei 亦非
yifeichongtian 一飞冲天
yifen 一份 一分 义愤
yifenfen 一份份
yifeng 一封 宜丰
yifengxin 一封信
yifengyisu 移风易俗
yifentianying 义愤填膺
yifenweier 一分为二
yifenzhong 一分钟
yifu 衣服 一幅 已付 依附 一副
yifudangguan 一夫当关
yifuduoqi 一夫多妻
yifuyiqizhi 一夫一妻制
yifuyu 依附于
yifuzi 遗腹子
yigai 一概
yigaierlun 一概而论
yigan 乙肝
yiganerjing 一干二净
yigao 译稿 遗稿
yigaorendanda 艺高人胆大
yige 一个 一格
yigege 一个个
yigejiner 一个劲儿
yigen 一根
yigenjin 一根筋
yigeren 一个人
yigeyang 一个样
yigeyouyige 一个又一个
yigeyue 一个月
yigezhongxin 一个中心
yigezhongyaofangmian 一个重要方面
yigezi 一个字
yigong 一共 以供 义工
yigongbunong 以工补农
yigongdaizhen 以工代赈
yigongweishou 以攻为守
yigou 衣勾 议购
yigu 一股 已故 遗孤
yigua 一挂
yiguan 一贯 衣冠 一关
yiguanbanzhi 一官半职
yiguanchuchu 衣冠楚楚
yiguanfangzhen 一贯方针
yiguanhouxiao 以观后效
yiguanqinshou 衣冠禽兽
yiguanzhi 一贯制
yigui 衣柜 移归
yigunaoer 一股脑儿
yiguo 一过 一国 异国 一锅
yiguofengguang 异国风光
yiguoliangzhi 一国两制
yiguoqingqu 异国情趣
yiguotaxiang 异国他乡
yiguzuoqi 一鼓作气
yihai 遗骸 亦还
yihaiwuqiong 贻害无穷
yihan 遗憾 意涵
yihandeshi 遗憾的是
yihang 一行
yihao 一号 易耗
yihe 一盒 议和 怡和 沂河
yihen 已很 遗恨
yiheweigui 以和为贵
yiheyuan 颐和园
yihongersan 一哄而散
yihongershang 一哄而上
yihou 以后
yihoulai 以后来
yihu 一户 医护 一忽
yihua 异化 一滑
yihuan 一环
yihuang 一晃
yihuanjinkouyihuan 一环紧扣一环
yihuankouyihuan 一环扣一环
yihui 一会 一回 议会 意会 亦会
yihuier 一会儿
yihuiergongfu 一会儿功夫
yihuishi 一回事
yihuizhi 议会制
yihun 已婚
yihuo 疑惑 一伙 抑或 已获 亦或
yihuoer 一伙儿
yihuoren 一伙人
yihuxunchang 异乎寻常
yiji 以及 一级 乙级 亦即 遗迹 异己 已极 意即 一集
yijia 一家 一架 衣架 议价 亦佳 溢价
yijialaoxiao 一家老小
yijialuanzhyen 以假乱真
yijian 意见 一间 一键 一件
yijianbu 意见簿
yijianfenghou 一剑封喉
yijianfenxiao 已见分晓
yijiang 已将 一讲 宜将
yijiangao 意见稿
yijianggongchengwanguku 一将功成万骨枯
yijiangoutong 意见沟通
yijianqinxin 一见倾心
yijianrugu 一见如故
yijianshu 意见书
yijianshuangdiao 一箭双雕
yijianxiang 意见箱
yijianyiban 以见一斑
yijianzhichou 一箭之仇
yijianzhidi 一箭之地
yijianzhongqing 一见钟情
yijiao 一脚 移交 已交 一角 一觉
yijiaotu 异教徒
yijiaren 一家人
yijiazhizhu 一家之主
yijiazi 一家子 一甲子
yijidu 一季度
yijiduoren 以己度人
yijie 一届 艺界 一节
yijin 一斤 一进 衣襟
yijing 已经 一经 易经 意境 一惊
yijingxiaoyou 以儆效尤
yijinhuanxiang 衣锦还乡
yijiu 依旧 已久
yijiuhuanxin 以旧换新
yijiujiuba 一九九八
yijiujiuer 一九九二
yijiujiujiu 一九九九
yijiujiuliu 一九九六
yijiujiusan 一九九三
yijiujiusi 一九九四
yijiujiuqi 一九九七
yijiujiuwu 一九九五
yijiujiuyi 一九九一
yijizhichang 一技之长
yijizhisi 一己之私
yiju 一句 依据 一举 移居 疑惧
yijuan 一卷
yijue 一绝 已决
yijuebuzhen 一蹶不振
yijuhua 一句话
yijuju 一句句
yijuliangde 一举两得
yijun 义军 宜君 以军
yijuntuqi 异军突起
yijusande 一举三得
yijushi 一居室
yijuyidong 一举一动
yikai 移开
yikan 一看
yikao 依靠 倚靠
yikaojiti 依靠集体
yikaoqunzhong 依靠群众
yikaorenmin 依靠人民
yikatong 一卡通
yike 一颗 一刻 亦可 医科 一棵
yikeke 一颗颗 一棵棵
yikezhaomeng 伊克昭盟
yikezhong 一刻钟
yikou 一口 已扣
yikouqi 一口气
yikoutongsheng 异口同声
yiku 衣裤
yikuai 一块
yikuaier 一块儿
yikuan 一款
yikuang 一筐
yikuernaosanshangdiao 一哭二闹三上吊
yikui 一窥
yikun 一捆
yikusitian 忆苦思甜
yilai 以来 一来 依赖
yilaierqu 一来二去
yilaina 伊莱娜
yilaisixiang 依赖思想
yilaixing 依赖性
yilake 伊拉克
yilan 一览 宜兰 一栏
yilanbiao 一览表
yilang 伊朗 一浪
yilanzi 一揽子
yilaomailao 倚老卖老
yilaoyongyi 一劳永逸
yilei 一类 异类 乙类
yileiximian 以泪洗面
yileng 一愣
yili 毅力 屹立 一粒 迤逦 伊犁 一例 依例
yilian 一脸 一连 依恋
yilianchuan 一连串
yiliang 一辆 一两 一亮
yiliangei 一连给
yiliangju 一两句
yiliangjuhua 一两句话
yiliangnian 一两年
yiliangtian 一两天
yilianjitian 一连几天
yiliao 医疗 意料 衣料
yiliaodui 医疗队
yiliaofei 医疗费
yiliaoshigu 医疗事故
yiliaoweisheng 医疗卫生
yiliaozhiwai 意料之外
yiliaozhizhong 意料之中
yilie 一列
yilieshengyou 以劣胜优
yilifuren 以理服人
yiling 衣领 已领
yilinweihe 以邻为壑
yilishabai 伊丽莎白
yiliu 一流 遗留
yiliuyan 一溜烟
yiliuyaner 一溜烟儿
yilizaizhan 以利再战
yilong 仪陇
yilou 一楼 遗漏
yilu 一路
yiluan 意乱
yiluanjishi 以卵击石
yiluanqingmi 意乱情迷
yilufa 一路发
yilulingxian 一路领先
yilun 议论 一轮
yilunfenfen 议论纷纷
yilunwen 议论文
yiluo 遗落 一摞
yiluoqianzhang 一落千丈
yilupingan 一路平安
yilushang 一路上
yilv 一律 疑虑 一缕
yima 姨妈 译码
yimadangxian 一马当先
yimai 义卖
yimaidanchuan 一脉单传
yimaixiangcheng 一脉相承
yiman 已满
yimao 一毛 衣帽
yimaoquren 以貌取人
yimapingchuan 一马平川
yimashi 一码事
yimei 一枚 溢美
yimei
yimeier 伊妹儿
yimen 一门
yimenxinsi 一门心思
yimi 一米 乙醚
yimian 一面 以免
yimianzhijiao 一面之交
yimiao 一秒 疫苗
yimin 移民
yiming 一名 译名 易名
yimingjingren 一鸣惊人
yiminju 移民局
yimo 一抹
yimoyiyang 一模一样
yimu 一幕 亿亩
yimuliaoran 一目了然
yimusanfendi 一亩三分地
yimuyiyang 一模一样
yin 因 音 印 引 银 隐 饮 阴 姻 瘾 吟 寅 殷 淫 茵 荫 尹 蚓 垠 喑 湮 胤 鄞 氤 霪 圻 铟 狺 吲 夤 堙 龈 洇 茚 窨 廴 訚 愔
yina 已纳
yinan 疑难 以南 阴暗
yinanmian 阴暗面
yinanwenti 疑难问题
yinanyinv 一男一女
yinanzazheng 疑难杂症
yinbai 银白
yinbaise 银白色
yinban 印版
yinbao 引爆
yinbei 银杯 因被
yinbi 隐蔽 荫庇 银币
yinbiao 音标 印表
yinbiaoji 印表机
yinbing 因病
yinbo 音波
yincaishijiao 因材施教
yincang 隐藏
yincaodifu 阴曹地府
yincha 饮茶
yinchang 吟唱
yinchao 印钞
yinchaoji 印钞机
yinchayangcuo 阴差阳错
yinchen 阴沉
yinchenchen 阴沉沉
yinchu 引出
yinchuan 银川
yinchuanshi 银川市
yinchun 阴唇 阴纯
yinci 因此
yindang 淫荡
yindao 引导 阴道
yinde 引得 阴德 隐的
yindi 阴蒂
yindian 印第安 阴电
yindiao 音调
yindizhiyi 因地制宜
yindou 引逗
yindu 印度 引渡 阴毒
yindunixiya 印度尼西亚
yinduyang 印度洋
yinei 以内
yineng 异能
yiner 因而 银耳
yinerbufa 引而不发
yinfa 引发 印发
yinfan 银帆
yinfu 音符 隐伏 淫妇
ying 应 英 影 营 迎 硬 映 赢 盈 颖 鹰 婴 蝇 樱 莹 荧 膺 萤 萦 莺 罂 瀛 楹 缨 颍 嬴 鹦 瑛 茔 嘤 璎 荥 撄 郢 瘿 蓥 滢 潆 媵
yingan 阴干 应按
yinganzhao 应按照
yingba 应把
yingban 应办
yingbang 英镑
yingbangbang 硬梆梆
yingbao 应报
yingbi 硬币 硬逼 影壁
yingbian 应变
yingbiannengli 应变能力
yingbin 迎宾
yingbinguan 迎宾馆
yingbo 应拨
yingcai 英才
yingchao 英超
yingchen 映衬
yingcheng 影城 应承 硬撑
yingchi 英尺
yingchong 硬充
yingchou 应酬
yingchu 映出
yingchuang 硬闯
yingchun 迎春 樱唇
yingchunhua 迎春花
yingcong 应从
yingcun 英寸
yingda 应答
yingdai 应贷
yingdang 应当
yingdao 应到
yingde 赢得 应得 硬的
yingdi 营地 迎敌 影帝
yingdie 影碟
yingdu 硬度
yingdui 应对
yingen 银根
yinger 婴儿 影儿
yingfa 应发
yingfang 营房 英方
yingfangqinwu 营房勤务
yingfen 应分
yingfeng 迎风
yingfou 应否
yingfu 应付 应负
yingfuben 硬副本
yingfuziru 应付自如
yinggai 应该
yinggaishi 应该是
yinggaishuo 应该说
yingge 莺歌
yinggelan 英格兰
yinggenju 应根据
yinggeyanwu 莺歌燕舞
yinggongfu 硬功夫
yingguang 荧光
yingguangdeng 荧光灯
yingguangmu 萤光幕
yingguangping 荧光屏
yingguo 英国
yingguonvwang 英国女王
yingguoren 英国人
yinggutou 硬骨头
yinghai 应还
yinghan 英汉 硬汉
yinghanzi 硬汉子
yinghao 英豪
yinghe 迎合 应和
yinghou 影后 迎候
yinghua 硬化 樱花 英华
yinghui 萦回
yinghun 英魂
yinghuo 萤火 营火
yinghuochong 萤火虫
yingji 应急 迎击
yingjia 赢家 应加
yingjian 硬件 营建
yingjiang 应将 盈江
yingjiao 应交
yingjie 迎接 应届 英杰
yingjiebiyesheng 应届毕业生
yingjiebuxia 应接不暇
yingjiesheng 应届生
yingjietiaozhan 迎接挑战
yingjili 英吉利
yingjin 应尽
yingjing 应景
yingjiu 营救
yingjun 英俊 英军
yingjuyuan 影剧院
yingkao 应考 迎考
yingkou 应扣 营口
yingkui 盈亏
yinglai 迎来
yinglang 硬朗
yingle 赢了 硬了
yinglei 营垒
yingli 盈利 赢利 英里 营利 应力
yinglie 英烈 应列
yingling 英灵 应领
yingliu 应留
yinglou 影楼
yingluo 缨络
yingmei 英美
yingmen 盈门
yingmi 影迷
yingmian 迎面 应免
yingming 英明 英名
yingmo 英模
yingmodaibiao 英模代表
yingmoshiji 英模事迹
yingmu 荧幕 硬木 英亩 萤幕
yingna 应纳
yingnanershang 迎难而上
yingneng 应能
yingni 赢你
yingnian 英年
yingnianzaoshi 英年早逝
yingnuo 应诺
yingong 因公
yingou 阴沟
yingoulifanchuan 阴沟里翻船
yingoumai 因购买
yingpai 硬派 蝇拍
yingpan 硬盘
yingpanban 硬盘版
yingpengying 硬碰硬
yingpian 影片 映片
yingpin 应聘 硬拼
yingping 荧屏 影评
yingpingren 影评人
yingpinzhe 应聘者
yingqi 硬气 英气
yingqin 迎亲
yingqiu 赢球
yingqu 赢取 营区
yingquan 鹰犬
yingquguihua 营区规划
yingrao 萦绕
yingren 膺任
yingrenerjie 迎刃而解
yingru 映入
yingshan 英山 营山
yingshang 硬伤
yingshe 映射 应设 影射
yingsheng 应声 营生
yingshengsheng 硬生生
yingshi 影视 应是 硬是 应时 应试 英式
yingshiju 影视剧
yingshiquan 影视圈
yingshizhe 应试者
yingshou 应收 应受
yingshu 应属 英数
yingshui 应税 硬水
yingsi 营私
yingsiwubi 营私舞弊
yingsong 迎送
yingsu 应诉 罂粟
yingsun 鹰隼
yingtan 影坛 应摊 鹰潭
yingtao 樱桃
yingte 英特
yingteer 英特尔
yingtenaxiongnaier 英特纳雄耐尔
yingti 硬体 应提
yingting 硬挺
yingtou 迎头
yingtouxiaoli 蝇头小利
yingtui 应退
yingtuo 硬拖
yingu 因故
yinguo 因果
yinguoguanxi 因果关系
yingwang 英王
yingwei 应为
yingwen 英文
yingwenban 英文版
yingwo 硬卧
yingwu 鹦鹉 英武
yingxi 硬席
yingxia 赢下
yingxiang 影响 影像 应向 映像
yingxianghenda 影响很大
yingxiangli 影响力
yingxiao 营销 应销
yingxin 迎新
yingxing 影星 硬性
yingxingguiding 硬性规定
yingxingtanpai 硬性摊派
yingxiong 英雄
yingxiongbeichu 英雄辈出
yingxiongbuwenchuchu 英雄不问出处
yingxiongchushaonian 英雄出少年
yingxiongjiumei 英雄救美
yingxiongnanguomeirenguan 英雄难过美人关
yingxiongqiduan 英雄气短
yingxiongrenwu 英雄人物
yingxiongshiji 英雄事迹
yingxiongxingxiang 英雄形象
yingxiongyouyongwuzhidi 英雄有用武之地
yingxiongzhuyi 英雄主义
yingxu 应许
yingyan 应验
yingyang 营养
yingyangbuliang 营养不良
yingyangpin 营养品
yingyangweisheng 营养卫生
yingyao 应邀 硬要
yingyaochuxi 应邀出席
yingyaoerlai 应邀而来
yingyaoqianlai 应邀前来
yingye 营业
yingyebu 营业部
yingyee 营业额
yingyerenyuan 营业人员
yingyeshui 营业税
yingyesuo 营业所
yingyeting 营业厅
yingyezhizhao 营业执照
yingyi 应以
yingyiben 英译本
yingyiming 英译名
yingyin 影音 影印
yingyinben 影印本
yingyingchuochuo 影影绰绰
yingyingde 硬硬的
yingyinggougou 蝇营狗苟
yingyinji 影印机
yingyinjian 影印件
yingyong 应用 英勇
yingyongdouzheng 英勇斗争
yingyongjishu 应用技术
yingyongkexue 应用科学
yingyongluoji 应用逻辑
yingyongshanzhan 英勇善战
yingyongwen 应用文
yingyongyu 应用于
yingyou 应有 应由
yingyouer 婴幼儿
yingyoujinyou 应有尽有
yingyu 英语 应于 盈余 应予
yingyuan 影院
yingyuban 英语班 英语版
yingyun 营运 应允
yingyunersheng 应运而生
yingzai 应在
yingzao 营造
yingzeng 应增
yingzhai 营寨
yingzhan 迎战 影展 应战
yingzhang 营长 硬仗
yingzhao 映照 鹰爪
yingzhaolu 硬着陆
yingzhaoruwu 应召入伍
yingzhe 迎着 映着
yingzhen 应诊
yingzheng 应征 硬挣
yingzhetoupi 硬着头皮
yingzhi 英制 应支 硬质
yingzhihejin 硬质合金
yingzhuan 应转
yingzi 影子 英姿
yingzuo 应作 硬座
yinhai 银海
yinhan 隐含
yinhang 银行 引航
yinhanghutou 银行户头
yinhangjia 银行家
yinhangye 银行业
yinhao 引号
yinhe 银河 因何 阴核
yinhen 饮恨 阴狠
yinhu 阴户
yinhua 印花
yinhuan 隐患
yinhuashui 印花税
yinhui 淫秽 银灰 隐晦
yinhuise 银灰色
yinhuiwupin 淫秽物品
yinhun 阴魂 银婚
yinhunbusan 阴魂不散
yinhuodefu 因祸得福
yinhuoshaoshen 引火烧身
yini 以你 依你 旖旎
yinian 一年 意念 翌年
yinianban 一年半
yinianbanzai 一年半载
yinianbiyinian 一年比一年
yinianduolai 一年多来
yiniang 姨娘
yinianji 一年级
yinianqian 一年前
yiniansiji 一年四季
yinianyidu 一年一度
yinianzhicha 一念之差
yinianzhiren 一念之仁
yiniao 益鸟
yinji 印记 印迹 阴极
yinjian 引荐 引见 阴间 印鉴 淫贱
yinjiang 银奖 印江
yinjianhui 银监会
yinjie 音节 音阶
yinjin 引进
yinjing 阴茎
yinjingjiulu 引颈就戮
yinjingjudian 引经据典
yinjinjishu 引进技术
yinjinrencai 引进人才
yinjinwaizi 引进外资
yinjiu 饮酒 引咎
yinjiucizhi 引咎辞职
yinju 隐居 引据
yinkuang 银矿
yinlai 引来
yinlangrushi 引狼入室
yinle 淫乐
yinleng 阴冷
yinli 引力 阴历
yinlian 银联
yinliang 音量 阴凉 银两
yinliangkongzhi 音量控制
yinliao 饮料
yinling 引领 银铃
yinlizi 阴离子
yinloujiujian 因陋就简
yinlu 引路
yinluan 淫乱
yinlv 音律
yinma 音码
yinmai 阴霾
yinman 隐瞒
yinmao 阴毛
yinmi 隐秘
yinmian 阴面
yinmingeyouxian 因名额有限
yinmo 隐没
yinmou 阴谋
yinmouguiji 阴谋诡计
yinmouhuodong 阴谋活动
yinmoujia 阴谋家
yinmu 银幕
yinnan 银南
yinnang 阴囊
yinni 印尼 印泥 隐匿
yinpai 银牌
yinpang 音旁
yinpenghua 银蓬花
yinpian 饮片
yinpiao 银票
yinpin 音频 饮品
yinping 银屏
yinqi 引起 因其 银器 饮泣
yinqian 银钱
yinqiao 引桥
yinqie 殷切
yinqihongdong 引起轰动
yinqin 殷勤 姻亲
yinqing 引擎 阴晴 隐情
yinqizhengyi 引起争议
yinqu 隐去
yinran 印染
yinren 隐忍 因人 引人
yinreneryi 因人而异
yinrenrusheng 引人入胜
yinrenzhumu 引人注目
yinrongxiaomao 音容笑貌
yinrou 阴柔
yinru 引入
yinse 银色 音色 印色
yinsen 阴森
yinsensen 阴森森
yinshan 阴山
yinshe 银蛇 隐射
yinshechudong 引蛇出洞
yinshen 隐身 引申
yinshenfeiji 隐身飞机
yinshengyangshuai 阴盛阳衰
yinshenshu 隐身术
yinshi 饮食 因时 因事 吟诗 殷实 隐士 因式
yinshipin 音视频
yinshilidao 因势利导
yinshiqiju 饮食起居
yinshiye 饮食业
yinshou 因受
yinshu 引述 印数 印书 因数
yinshua 印刷
yinshuachang 印刷厂
yinshuadianlu 印刷电路
yinshuapin 印刷品
yinshuati 印刷体
yinshui 饮水 引水
yinshuiji 饮水机
